Word,Definition,Context
edema,,The compression hose she wore for edema gave her calves and ankles the rippled texture of warped cardboard. 
frizzed,,I cringed thinking of my makeup feathered and my hair frizzed by the end of the day. 
pithy,,"“They are not the enemy,” Principal Deegan stressed; the rest of the teachers erupted in pithy laughter. "
Years,,Years of teaching junior high had likely bestowed the derision sensor in her hearing with supernatural powers. 
derision,,Years of teaching junior high had likely bestowed the derision sensor in her hearing with supernatural powers. 
be,,"They also needed to have decent skin, be somewhat thin, and have either the shame or the preternatural discipline required to keep a secret. "
preternatural,,"They also needed to have decent skin, be somewhat thin, and have either the shame or the preternatural discipline required to keep a secret. "
lest,,"I had to stay calm; I had to regard the students like a delicate art exhibit and stay six feet away at all times, lest I be tempted to touch. "
Due,,"Due to the sallow smallness of her eyes and nose, her retainer was her most prominent feature. "
retainer,,"Due to the sallow smallness of her eyes and nose, her retainer was her most prominent feature. "
bedlam,,"The bedlam atmosphere of the day’s end made the stoic brick walls of the junior high and all its false markers of imposed order—the perfect geometry of the landscaping, its immaculate semicircles of wood chips bordered with green hedges and palm trees—seem like relics of a recently invaded and devoured civilization. "
androgyny,,He was at the very last link of androgyny that puberty would permit him: undeniably male but not man. 
propriety,,I began appealing to his sense of propriety. 
patio,,"I slid the patio door open theatrically, dressed to the nines in exercise gear. "
exactitude,,"If one had to make a criticism it might be that it falls into the trap of stereotyping Germans—as sticklers for exactitude, as pedantic and literal-minded. "
sticklers,,"If one had to make a criticism it might be that it falls into the trap of stereotyping Germans—as sticklers for exactitude, as pedantic and literal-minded. "
woe,,"    When old age shall this generation waste, Thou shalt remain, in midst of other woe Than ours, a friend to man, to whom thou say’st, “Beauty is truth, truth beauty,”—that is all Ye know on earth, and all ye need to know. —JOHN KEATS, Ode on a Grecian Urn"
embellished,,"This idea, much extended and embellished, is fundamental to today’s scientific understanding of the universe and its origins. "
obtuse,,"Were mathematicians stuck because of a genuine obstacle, or were they just being obtuse? "
legion,,Times are legion: a different one for every point in space. 
Mardi Gras,,He liked to attribute his restlessness to the fact that he was born during Mardi Gras. 
restlessness,,He liked to attribute his restlessness to the fact that he was born during Mardi Gras. 
fray,,"At the end of the nineteenth century, there were many who still did not believe in the existence of molecules and atoms: Ludwig was convinced of their reality and entered the fray on behalf of his belief. "
diatribes,,His diatribes against those who doubted the reality of atoms became legendary. 
polemics,,"“Our generation were at heart all on his side,” remarked one of the young lions of quantum mechanics years later.16 In one of these fiery polemics, at a conference in Vienna, a noted scientist17 maintained against him that scientific materialism was dead because the laws of matter are not subject to the directionality of time. "
ferment,,"In this way, cold things are heated in contact with hot ones: their molecules become jostled by hot ones and pushed into ferment. "
myopia,,On a kind of distortion that’s produced by myopia? 
swallows,,"They are nonsensical questions because football teams play football, not basketball; swallows do not busy themselves earning money; sounds cannot be weighed. "
filiation,,Mathematicians have a term for the order established by filiation: “partial order.” 
On,,"On the one hand, time is structured by the liturgical calendar: Easter follows Lent, and Lent follows Christmas; Ramadan opens with Hilal and closes with Eid al-Fitr. "
liturgical,,"On the one hand, time is structured by the liturgical calendar: Easter follows Lent, and Lent follows Christmas; Ramadan opens with Hilal and closes with Eid al-Fitr. "
Lent,,"On the one hand, time is structured by the liturgical calendar: Easter follows Lent, and Lent follows Christmas; Ramadan opens with Hilal and closes with Eid al-Fitr. "
